,id,title_original,title_normalized,source_page,region,ai_category,ingredient_json,instruction,region_clean,province_group,category
533,MR_509_01,NANI URA,Nani Ura,509,Batak,Ikan,"[{""group_name"": ""utama"", ""original_header"": ""Bahan"", ""ingredients"": [{""original_text"": ""ikan mas 1/2 kg."", ""item_original"": ""ikan mas"", ""item_normalized"": ""ikan mas"", ""quantity"": 0.5, ""unit"": ""kilogram""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""bawang merah 5 bh."", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": 5.0, ""unit"": ""buah""}, {""original_text"": ""lombok merah 2 bh."", ""item_original"": ""lombok merah"", ""item_normalized"": ""cabai merah"", ""quantity"": 2.0, ""unit"": ""buah""}, {""original_text"": ""lombok rawit 5 bh."", ""item_original"": ""lombok rawit"", ""item_normalized"": ""cabai rawit"", ""quantity"": 5.0, ""unit"": ""buah""}, {""original_text"": ""kemiri 10 bd."", ""item_original"": ""kemiri"", ""item_normalized"": ""kemiri"", ""quantity"": 10.0, ""unit"": ""butir""}, {""original_text"": ""ketumbar 1 1/2 sdt."", ""item_original"": ""ketumbar"", ""item_normalized"": ""ketumbar"", ""quantity"": 1.5, ""unit"": ""sendok teh""}, {""original_text"": ""garam 1 1/2 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 1.5, ""unit"": ""sendok makan""}, {""original_text"": ""kentjur 3 rdj."", ""item_original"": ""kentjur"", ""item_normalized"": ""kencur"", ""quantity"": 3.0, ""unit"": ""ruas jari""}, {""original_text"": ""kunjit 2 rdj."", ""item_original"": ""kunjit"", ""item_normalized"": ""kunyit"", ""quantity"": 2.0, ""unit"": ""ruas jari""}, {""original_text"": ""laos 3 rdj."", ""item_original"": ""laos"", ""item_normalized"": ""lengkuas"", ""quantity"": 3.0, ""unit"": ""ruas jari""}, {""original_text"": ""sereh 1 btg."", ""item_original"": ""sereh"", ""item_normalized"": ""serai"", ""quantity"": 1.0, ""unit"": ""batang""}, {""original_text"": ""djeruk nipis 10 bh."", ""item_original"": ""djeruk nipis"", ""item_normalized"": ""jeruk nipis"", ""quantity"": 10.0, ""unit"": ""buah""}]}]","Ikan dibersihkan, dibelah bagian punggung, ditjutji dengan air panas 3x, dimasukkan dalam pantji dan diberi air djeruk nipis.
Bawang merah dan sereh dibakar; kemiri dan ketumbar disangan. Semua bumbu dihaluskan.
Bumbu ditjampur dengan ikan.
Didiamkan 6-8 djam.",Batak,Sumatera Utara,LAUK PAUK BASAH TIDAK BERKUAH
534,MR_509_02,NASINORBUK,Nasinorbuk,509,Batak,Ikan,"[{""group_name"": ""utama"", ""original_header"": ""Bahan"", ""ingredients"": [{""original_text"": ""ikan tawes, dll, ikan air tawar 1 kg."", ""item_original"": ""ikan tawes, dll, ikan air tawar"", ""item_normalized"": ""ikan tawes, dll, ikan air tawar"", ""quantity"": 1.0, ""unit"": ""kilogram""}]}, {""group_name"": ""bumbu/pelengkap"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""djagung pipilan 2 kg."", ""item_original"": ""djagung pipilan"", ""item_normalized"": ""jagung pipilan"", ""quantity"": 2.0, ""unit"": ""kilogram""}]}]",,Batak,Sumatera Utara,LAUK PAUK BASAH TIDAK BERKUAH
535,MR_510_01,NASU KADONTENG,Nasu Kadonteng,510,Palopo,Daging,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""daging sapi 1 kg."", ""item_original"": ""daging sapi"", ""item_normalized"": ""daging sapi"", ""quantity"": 1.0, ""unit"": ""kilogram""}, {""original_text"": ""kelapa 1/2 btr."", ""item_original"": ""kelapa"", ""item_normalized"": ""kelapa"", ""quantity"": 0.5, ""unit"": ""butir""}, {""original_text"": ""minjak goreng 1/2 gls."", ""item_original"": ""minjak goreng"", ""item_normalized"": ""minyak goreng"", ""quantity"": 0.5, ""unit"": ""gelas""}, {""original_text"": ""air 4 gls."", ""item_original"": ""air"", ""item_normalized"": ""air"", ""quantity"": 4.0, ""unit"": ""gelas""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""bawang merah 6 bh."", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": 6.0, ""unit"": ""buah""}, {""original_text"": ""bawang putih 2 siung"", ""item_original"": ""bawang putih"", ""item_normalized"": ""bawang putih"", ""quantity"": 2.0, ""unit"": ""siung""}, {""original_text"": ""lada 1 sdt."", ""item_original"": ""lada"", ""item_normalized"": ""lada"", ""quantity"": 1.0, ""unit"": ""sendok teh""}, {""original_text"": ""laos 1 pt."", ""item_original"": ""laos"", ""item_normalized"": ""lengkuas"", ""quantity"": 1.0, ""unit"": ""potong""}, {""original_text"": ""sereh 1 bt."", ""item_original"": ""sereh"", ""item_normalized"": ""serai"", ""quantity"": 1.0, ""unit"": ""batang""}, {""original_text"": ""asam 4 mata"", ""item_original"": ""asam"", ""item_normalized"": ""asam"", ""quantity"": 4.0, ""unit"": ""mata""}, {""original_text"": ""garam 2 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 2.0, ""unit"": ""sendok makan""}]}]","Daging ditjutji dan dipotong-potong sebesar telur ajam, direbus sampai lunak.
Bawang merah di-iris², digoreng.
Laos di-iris² ketjil² dan dihaluskan bersama bumbu² lainnja, ketjuali sereh.
Kelapa diparut dan disangrai sampai merah, dihaluskan.
Bumbu jang telah dihaluskan diaduk dengan kelapa sangrai, terus dimasukkan dalam rebusan daging jang telah empuk.
Didjerangkan dan diaduk sampai agak kental.
Dihidangkan dengan ditaburi bawang merah goreng.",Palopo,Sulawesi Selatan,LAUK PAUK BASAH TIDAK BERKUAH
536,MR_511_01,NASU LIKKU,Nasu Likku,511,Makassar,Masakan Daging,"[{""group_name"": ""utama"", ""original_header"": ""Bahan"", ""ingredients"": [{""original_text"": ""ajam 1 ekor"", ""item_original"": ""ajam"", ""item_normalized"": ""ayam"", ""quantity"": 1.0, ""unit"": ""ekor""}, {""original_text"": ""kelapa 1 btr."", ""item_original"": ""kelapa"", ""item_normalized"": ""kelapa"", ""quantity"": 1.0, ""unit"": ""butir""}, {""original_text"": ""minjak goreng 4 sdm."", ""item_original"": ""minjak goreng"", ""item_normalized"": ""minyak goreng"", ""quantity"": 4.0, ""unit"": ""sendok makan""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu"", ""ingredients"": [{""original_text"": ""bawang merah 1 ons"", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": 1.0, ""unit"": ""ons""}, {""original_text"": ""lada 1 sdt."", ""item_original"": ""lada"", ""item_normalized"": ""lada"", ""quantity"": 1.0, ""unit"": ""sendok teh""}, {""original_text"": ""kunjit halus 1 sdt."", ""item_original"": ""kunjit halus"", ""item_normalized"": ""kunyit halus"", ""quantity"": 1.0, ""unit"": ""sendok teh""}, {""original_text"": ""laos 1 pt."", ""item_original"": ""laos"", ""item_normalized"": ""lengkuas"", ""quantity"": 1.0, ""unit"": ""potongan""}, {""original_text"": ""sereh 1 btg."", ""item_original"": ""sereh"", ""item_normalized"": ""serai"", ""quantity"": 1.0, ""unit"": ""batang""}, {""original_text"": ""asam 1 mt."", ""item_original"": ""asam"", ""item_normalized"": ""asam"", ""quantity"": 1.0, ""unit"": ""mata""}, {""original_text"": ""garam 1 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 1.0, ""unit"": ""sendok makan""}]}]","Ajam dibersihkan, dipotong-potong ketjil.
Bawang merah, lada, kunjit, laos, sereh, ditumbuk halus.
Bumbu halus ditjampur dengan potongan-potongan ajam lalu ditumis.
Kelapa diparut, dibagi dua. Separo disangan sampai kuning dan ditumbuk halus. Jang separo lagi didjadikan santan kental.
Djika ajamnja sudah setengah masak, kelapa tumbuk dimasukkan beserta air asam dan garam.
Santan kental dimasukkan dan dibiarkan sebentar sampai mendidih, lalu diangkat.",Makassar,Sulawesi Selatan,LAUK PAUK BASAH TIDAK BERKUAH
537,MR_511_02,NASU TJEMBA,Nasu Cemba,511,Toraja,Masakan Daging,"[{""group_name"": ""utama"", ""original_header"": ""Bahan"", ""ingredients"": [{""original_text"": ""daging sapi atau kambing 1 kg."", ""item_original"": ""daging sapi atau kambing"", ""item_normalized"": ""daging sapi atau kambing"", ""quantity"": 1.0, ""unit"": ""kilogram""}, {""original_text"": ""kelapa 2 bh."", ""item_original"": ""kelapa"", ""item_normalized"": ""kelapa"", ""quantity"": 2.0, ""unit"": ""buah""}, {""original_text"": ""air 2 lt."", ""item_original"": ""air"", ""item_normalized"": ""air"", ""quantity"": 2.0, ""unit"": ""liter""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""sereh 4 btg."", ""item_original"": ""sereh"", ""item_normalized"": ""serai"", ""quantity"": 4.0, ""unit"": ""batang""}, {""original_text"": ""laos 5 iris"", ""item_original"": ""laos"", ""item_normalized"": ""lengkuas"", ""quantity"": 5.0, ""unit"": ""iris""}, {""original_text"": ""bawang merah 12 bh."", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": 12.0, ""unit"": ""buah""}, {""original_text"": ""bawang putih 2 bh."", ""item_original"": ""bawang putih"", ""item_normalized"": ""bawang putih"", ""quantity"": 2.0, ""unit"": ""buah""}, {""original_text"": ""daun asam 1 ggm."", ""item_original"": ""daun asam"", ""item_normalized"": ""daun asam"", ""quantity"": 1.0, ""unit"": ""genggam""}, {""original_text"": ""kunjit 1 sdm."", ""item_original"": ""kunjit"", ""item_normalized"": ""kunyit"", ""quantity"": 1.0, ""unit"": ""sendok makan""}, {""original_text"": ""lada 10 g."", ""item_original"": ""lada"", ""item_normalized"": ""lada"", ""quantity"": 10.0, ""unit"": ""gram""}, {""original_text"": ""bawang goreng 30 g."", ""item_original"": ""bawang goreng"", ""item_normalized"": ""bawang goreng"", ""quantity"": 30.0, ""unit"": ""gram""}, {""original_text"": ""djae 5 iris"", ""item_original"": ""djae"", ""item_normalized"": ""jahe"", ""quantity"": 5.0, ""unit"": ""iris""}, {""original_text"": ""garam setjukupnja"", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": null, ""unit"": ""secukupnya""}]}]","Daging dibersihkan, dipotong-potong.
Kelapa diparut, digoreng, ditumbuk halus.
Bumbu² (ketjuali daun asam) dihaluskan, ditjampur dengan daging; diberi daun asam dan air.
Didjerangkan sampai masak, diberi bawang goreng kemudian diangkat.",Toraja,Sulawesi Selatan,LAUK PAUK BASAH TIDAK BERKUAH
538,MR_512_02,NASU WOLIO,Nasu Wolio,512,Buton,Masakan Ayam,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""ajam 1 ekor"", ""item_original"": ""ajam"", ""item_normalized"": ""ayam"", ""quantity"": 1.0, ""unit"": ""ekor""}, {""original_text"": ""kelapa 1 btr."", ""item_original"": ""kelapa"", ""item_normalized"": ""kelapa"", ""quantity"": 1.0, ""unit"": ""butir""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""sereh 1 btg."", ""item_original"": ""sereh"", ""item_normalized"": ""serai"", ""quantity"": 1.0, ""unit"": ""batang""}, {""original_text"": ""bawang merah setjukupnja"", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": null, ""unit"": ""secukupnya""}, {""original_text"": ""garam setjukupnja"", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": null, ""unit"": ""secukupnya""}, {""original_text"": ""asam setjukupnja"", ""item_original"": ""asam"", ""item_normalized"": ""asam"", ""quantity"": null, ""unit"": ""secukupnya""}]}]","Ajam dibersihkan, dibakar, dipotong-potong, ditjutji bersih.
Santan kental direbus.
Kelapa diparut, digoreng, ditumbuk, dimasukkan dalam rebusan ajam.
Bawang merah di-iris² dimasukkan dalam rebusan tadi.
Daun sereh dimasukkan.
Garam dimasukkan.
Bila sudah masak, asam dimasukkan, dibiarkan sebentar, kemudian diangkat.",Buton,Sulawesi Tenggara,LAUK PAUK BASAH TIDAK BERKUAH
539,MR_513_01,NIHASUMBA,Nihasumba,513,Batak,Lauk Pauk (Meat Dish),"[{""group_name"": ""bahan_utama"", ""original_header"": ""Bahan"", ""ingredients"": [{""original_text"": ""daging babi 1 kg."", ""item_original"": ""daging babi"", ""item_normalized"": ""daging babi"", ""quantity"": 1.0, ""unit"": ""kg""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu²:"", ""ingredients"": [{""original_text"": ""laos 5 rdj."", ""item_original"": ""laos"", ""item_normalized"": ""lengkuas"", ""quantity"": 5.0, ""unit"": ""ruas jari""}, {""original_text"": ""djae 5 rdj."", ""item_original"": ""djae"", ""item_normalized"": ""jahe"", ""quantity"": 5.0, ""unit"": ""ruas jari""}, {""original_text"": ""sereh 10 btg."", ""item_original"": ""sereh"", ""item_normalized"": ""serai"", ""quantity"": 10.0, ""unit"": ""batang""}, {""original_text"": ""garam 3 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 3.0, ""unit"": ""sendok makan""}, {""original_text"": ""lombok rawit 10 bdj."", ""item_original"": ""lombok rawit"", ""item_normalized"": ""cabai rawit"", ""quantity"": 10.0, ""unit"": ""buah""}, {""original_text"": ""djeruk sundai (sitroen) 3 bdj."", ""item_original"": ""djeruk sundai (sitroen)"", ""item_normalized"": ""jeruk sundai (sitrun)"", ""quantity"": 3.0, ""unit"": ""buah""}, {""original_text"": ""kulit kaju siken diperas"", ""item_original"": ""kulit kaju siken diperas"", ""item_normalized"": ""kulit kayu siken"", ""quantity"": null, ""unit"": null}, {""original_text"": ""airnja setjukupnja"", ""item_original"": ""airnja"", ""item_normalized"": ""air"", ""quantity"": null, ""unit"": ""secukupnya""}, {""original_text"": ""lada 2 sdt."", ""item_original"": ""lada"", ""item_normalized"": ""lada"", ""quantity"": 2.0, ""unit"": ""sendok teh""}]}]","Daging direbus.
Bumbu² ditumbuk halus, dibubuhi air kulit kaju siken.",Batak,Sumatera Utara,LAUK PAUK BASAH TIDAK BERKUAH
540,MR_513_02,NILABAR,Nilabar,513,Batak,Lauk Pauk (Meat Dish),"[{""group_name"": ""bahan_utama"", ""original_header"": ""Bahan"", ""ingredients"": [{""original_text"": ""daging sapi atau kambing 1 kg."", ""item_original"": ""daging sapi atau kambing"", ""item_normalized"": ""daging sapi atau kambing"", ""quantity"": 1.0, ""unit"": ""kg""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu²:"", ""ingredients"": [{""original_text"": ""djeruk nipis 2 bdj."", ""item_original"": ""djeruk nipis"", ""item_normalized"": ""jeruk nipis"", ""quantity"": 2.0, ""unit"": ""buah""}, {""original_text"": ""kelapa 1 bidji dikukus, digoreng"", ""item_original"": ""kelapa"", ""item_normalized"": ""kelapa"", ""quantity"": 1.0, ""unit"": ""buah""}, {""original_text"": ""laos 2 ibu djari"", ""item_original"": ""laos"", ""item_normalized"": ""lengkuas"", ""quantity"": 2.0, ""unit"": ""ibu jari""}, {""original_text"": ""djae 1 ibu djari"", ""item_original"": ""djae"", ""item_normalized"": ""jahe"", ""quantity"": 1.0, ""unit"": ""ibu jari""}, {""original_text"": ""sereh 3 btg."", ""item_original"": ""sereh"", ""item_normalized"": ""serai"", ""quantity"": 3.0, ""unit"": ""batang""}, {""original_text"": ""lada 1 sdt."", ""item_original"": ""lada"", ""item_normalized"": ""lada"", ""quantity"": 1.0, ""unit"": ""sendok teh""}, {""original_text"": ""kunjit 2 iris"", ""item_original"": ""kunjit"", ""item_normalized"": ""kunyit"", ""quantity"": 2.0, ""unit"": ""iris""}, {""original_text"": ""lombok rawit 10 bdj."", ""item_original"": ""lombok rawit"", ""item_normalized"": ""cabai rawit"", ""quantity"": 10.0, ""unit"": ""buah""}, {""original_text"": ""garam 2 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 2.0, ""unit"": ""sendok makan""}, {""original_text"": ""bawang putih 2 bdj."", ""item_original"": ""bawang putih"", ""item_normalized"": ""bawang putih"", ""quantity"": 2.0, ""unit"": ""buah""}, {""original_text"": ""darah dari sapi atau kambing 1 tjkr."", ""item_original"": ""darah dari sapi atau kambing"", ""item_normalized"": ""darah sapi atau kambing"", ""quantity"": 1.0, ""unit"": ""cangkir""}]}, {""group_name"": ""bahan_lanjutan"", ""original_header"": null, ""ingredients"": [{""original_text"": ""kulit kaju siken diperas airnja 1/2 tjkr."", ""item_original"": ""kulit kaju siken diperas airnja"", ""item_normalized"": ""kulit kayu siken diperas airnya"", ""quantity"": 0.5, ""unit"": ""cangkir""}]}]","Bumbu ditumbuk halus, ditjampur dengan daging.
Dituangi air kulit siken dan diaduk.
Didiamkan beberapa djam lamanja.",Batak,Sumatera Utara,LAUK PAUK BASAH TIDAK BERKUAH
541,MR_514_02,NILOMANG,Nilomang,514,Batak,Daging,"[{""group_name"": ""utama"", ""original_header"": ""Bahan"", ""ingredients"": [{""original_text"": ""tulang berdaging dari sapi, babi atau kerbau 1 kg."", ""item_original"": ""tulang berdaging dari sapi, babi atau kerbau"", ""item_normalized"": ""tulang berdaging dari sapi, babi atau kerbau"", ""quantity"": 1.0, ""unit"": ""kilogram""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""djeruk nipis 2 bidji"", ""item_original"": ""djeruk nipis"", ""item_normalized"": ""jeruk nipis"", ""quantity"": 2.0, ""unit"": ""biji""}, {""original_text"": ""kelapa 1 bidji"", ""item_original"": ""kelapa"", ""item_normalized"": ""kelapa"", ""quantity"": 1.0, ""unit"": ""biji""}, {""original_text"": ""lada 1 sdt."", ""item_original"": ""lada"", ""item_normalized"": ""lada"", ""quantity"": 1.0, ""unit"": ""sendok teh""}, {""original_text"": ""laos 2 rdj."", ""item_original"": ""laos"", ""item_normalized"": ""lengkuas"", ""quantity"": 2.0, ""unit"": ""ruas""}, {""original_text"": ""sereh 3 btg."", ""item_original"": ""sereh"", ""item_normalized"": ""serai"", ""quantity"": 3.0, ""unit"": ""batang""}, {""original_text"": ""putjuk kunjit 5 lembar di-iris²"", ""item_original"": ""putjuk kunjit"", ""item_normalized"": ""pucuk kunyit"", ""quantity"": 5.0, ""unit"": ""lembar""}, {""original_text"": ""lombok rawit 10 bdj."", ""item_original"": ""lombok rawit"", ""item_normalized"": ""cabai rawit"", ""quantity"": 10.0, ""unit"": ""biji""}, {""original_text"": ""garam 2 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 2.0, ""unit"": ""sendok makan""}, {""original_text"": ""bawang putih 2 bdj."", ""item_original"": ""bawang putih"", ""item_normalized"": ""bawang putih"", ""quantity"": 2.0, ""unit"": ""buah""}, {""original_text"": ""bunga pisang kepok 1 bdj."", ""item_original"": ""bunga pisang kepok"", ""item_normalized"": ""bunga pisang kepok"", ""quantity"": 1.0, ""unit"": ""buah""}, {""original_text"": ""daun murbei 2 lbr."", ""item_original"": ""daun murbei"", ""item_normalized"": ""daun murbei"", ""quantity"": 2.0, ""unit"": ""lembar""}]}]","Tulang ditjintjang ketjil².
Bumbu dihaluskan dan ditjampurkan.
Dimasukkan bambu jang masih muda.
Dibakar diatas api ± 1 djam lamanja.",Batak,Sumatera Utara,LAUK PAUK BASAH TIDAK BERKUAH
542,MR_515_01,NJAT NJATAN AJAM,Nyat Nyatan Ayam,515,Bali,Unggas,"[{""group_name"": ""Bahan Utama"", ""original_header"": ""Bahan"", ""ingredients"": [{""original_text"": ""ajam 1 ekor"", ""item_original"": ""ajam"", ""item_normalized"": ""ayam"", ""quantity"": 1.0, ""unit"": ""ekor""}]}, {""group_name"": ""Bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""bawang merah 5 btr."", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": 5.0, ""unit"": ""butir""}, {""original_text"": ""bawang putih 2 siung"", ""item_original"": ""bawang putih"", ""item_normalized"": ""bawang putih"", ""quantity"": 2.0, ""unit"": ""siung""}, {""original_text"": ""sereh 1 btg."", ""item_original"": ""sereh"", ""item_normalized"": ""serai"", ""quantity"": 1.0, ""unit"": ""batang""}, {""original_text"": ""laos 2 pt."", ""item_original"": ""laos"", ""item_normalized"": ""lengkuas"", ""quantity"": 2.0, ""unit"": ""potong""}, {""original_text"": ""terasi 1 sdt."", ""item_original"": ""terasi"", ""item_normalized"": ""terasi"", ""quantity"": 1.0, ""unit"": ""sendok teh""}, {""original_text"": ""kunjit 1 rdj."", ""item_original"": ""kunjit"", ""item_normalized"": ""kunyit"", ""quantity"": 1.0, ""unit"": ""ruas jari""}, {""original_text"": ""djae 1 rdj."", ""item_original"": ""djae"", ""item_normalized"": ""jahe"", ""quantity"": 1.0, ""unit"": ""ruas jari""}, {""original_text"": ""kentjur 1 rdj."", ""item_original"": ""kentjur"", ""item_normalized"": ""kencur"", ""quantity"": 1.0, ""unit"": ""ruas jari""}, {""original_text"": ""garam 1 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 1.0, ""unit"": ""sendok makan""}, {""original_text"": ""daun salam 3 lbr."", ""item_original"": ""daun salam"", ""item_normalized"": ""daun salam"", ""quantity"": 3.0, ""unit"": ""lembar""}]}]","Ajam di-potong² segi empat dan lebar², tulang² dan kepalanja dipakai djuga.
Semua bumbu dihaluskan ketjuali sereh, laos dan daun salam, lalu ditumis.
Agak kuning dimasukkan daging tulang jang telah dipotong² ditunggu sampai daging setengah matang.
Dimasukkan laos, sereh, daun salam dan ditambah air setjukupnja.
Dimasak sampai dagingnja empuk dan kuahnja kental.",Bali,Bali,LAUK PAUK BASAH TIDAK BERKUAH
543,MR_515_02,NJOMOK TEMPE,Nyomok Tempe,515,Rembang,Lauk Pauk,"[{""group_name"": ""Bahan Utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""tempe 7 pt."", ""item_original"": ""tempe"", ""item_normalized"": ""tempe"", ""quantity"": 7.0, ""unit"": ""potong""}, {""original_text"": ""santan 2 gls."", ""item_original"": ""santan"", ""item_normalized"": ""santan"", ""quantity"": 2.0, ""unit"": ""gelas""}, {""original_text"": ""minjak goreng 1/2 gls."", ""item_original"": ""minjak goreng"", ""item_normalized"": ""minyak goreng"", ""quantity"": 0.5, ""unit"": ""gelas""}]}, {""group_name"": ""Bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""bawang merah 5 bh."", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": 5.0, ""unit"": ""buah""}, {""original_text"": ""bawang putih 3 siung"", ""item_original"": ""bawang putih"", ""item_normalized"": ""bawang putih"", ""quantity"": 3.0, ""unit"": ""siung""}, {""original_text"": ""lombok hidjau 7 bh."", ""item_original"": ""lombok hidjau"", ""item_normalized"": ""cabai hijau"", ""quantity"": 7.0, ""unit"": ""buah""}, {""original_text"": ""ketumbar 1/2 sdt."", ""item_original"": ""ketumbar"", ""item_normalized"": ""ketumbar"", ""quantity"": 0.5, ""unit"": ""sendok teh""}, {""original_text"": ""djintan 1/2 sdt."", ""item_original"": ""djintan"", ""item_normalized"": ""jintan"", ""quantity"": 0.5, ""unit"": ""sendok teh""}, {""original_text"": ""laos 1 ptg."", ""item_original"": ""laos"", ""item_normalized"": ""lengkuas"", ""quantity"": 1.0, ""unit"": ""potong""}, {""original_text"": ""kunir 1 rdj."", ""item_original"": ""kunir"", ""item_normalized"": ""kunyit"", ""quantity"": 1.0, ""unit"": ""ruas jari""}, {""original_text"": ""daun salam 2 lbr."", ""item_original"": ""daun salam"", ""item_normalized"": ""daun salam"", ""quantity"": 2.0, ""unit"": ""lembar""}, {""original_text"": ""terasi 1 sdt."", ""item_original"": ""terasi"", ""item_normalized"": ""terasi"", ""quantity"": 1.0, ""unit"": ""sendok teh""}, {""original_text"": ""garam 1/2 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 0.5, ""unit"": ""sendok makan""}]}]",Tempe dipotong-potong.,Rembang,Jawa Tengah,LAUK PAUK BASAH TIDAK BERKUAH
544,MR_516_01,NOROHOMBI,Norohombi,516,Irian Barat,Makanan Pokok,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""tepung sagu 1 kg."", ""item_original"": ""tepung sagu"", ""item_normalized"": ""tepung sagu"", ""quantity"": 1.0, ""unit"": ""kilogram""}, {""original_text"": ""bia kering 1/2 kg."", ""item_original"": ""bia kering"", ""item_normalized"": ""kerang kering"", ""quantity"": 0.5, ""unit"": ""kilogram""}, {""original_text"": ""kelapa parut 1 btr."", ""item_original"": ""kelapa parut"", ""item_normalized"": ""kelapa parut"", ""quantity"": 1.0, ""unit"": ""butir""}]}]","Tepung sagu jang basah dibuat lempengan diatas lembaran daun pisang jang lebar.
Diatas sagu dilapisi parutan kelapa, dan daging bia.
Diatas daging bia dilapiskank lagi sagu basah, kemudian daging bia lagi.
Diatas daging bia kemudian dilapiskan parutan kelapa dan achirnja sagu basah lagi.
Lapisan jang terdiri dari sagu, kelapa dan bagian bia ini ditutup daun pisang dan dibakar 2 pelat seng jang dipanaskan.",Papua,Papua,LAUK PAUK BASAH TIDAK BERKUAH
545,MR_516_02,OBLOK OBLOK,Oblok Oblok,516,,Sayuran,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""sisa sajur lodeh 1 mgk."", ""item_original"": ""sisa sajur lodeh"", ""item_normalized"": ""sisa sayur lodeh"", ""quantity"": 1.0, ""unit"": ""mangkok""}, {""original_text"": ""sisa atjar 1 mgk."", ""item_original"": ""sisa atjar"", ""item_normalized"": ""sisa acar"", ""quantity"": 1.0, ""unit"": ""mangkok""}, {""original_text"": ""sisa sambal goreng 1 mgk."", ""item_original"": ""sisa sambal goreng"", ""item_normalized"": ""sisa sambal goreng"", ""quantity"": 1.0, ""unit"": ""mangkok""}]}]",Semua sisa sajur ditjampur dan direbus.,,Unknown,LAUK PAUK BASAH TIDAK BERKUAH
